t_s,V_volts,i_medido_A,w_medido_rad_s,i_verdadeiro_A,w_verdadeiro_rad_s
0.384200,12.000000,1.105957,230.097118,1.075874,238.326454
0.384400,12.000000,1.018066,245.436926,1.074975,238.349915
0.384600,12.000000,1.105957,245.436926,1.074078,238.373343
0.384800,12.000000,1.069336,230.097118,1.073182,238.396737
0.385000,12.000000,1.040039,245.436926,1.072287,238.420097
0.385200,12.000000,1.054688,230.097118,1.071393,238.443424
0.385400,12.000000,1.040039,245.436926,1.070501,238.466717
0.385600,12.000000,1.098633,230.097118,1.069610,238.489976
0.385800,12.000000,1.091309,245.436926,1.068720,238.513202
0.386000,12.000000,1.018066,230.097118,1.067832,238.536394
0.386200,12.000000,1.054688,245.436926,1.066945,238.559553
0.386400,12.000000,1.040039,230.097118,1.066059,238.582679
0.386600,12.000000,1.105957,245.436926,1.065174,238.605771
0.386800,12.000000,1.025391,245.436926,1.064291,238.628830
0.387000,12.000000,1.113281,230.097118,1.063409,238.651855
0.387200,12.000000,1.062012,245.436926,1.062528,238.674848
0.387400,12.000000,1.025391,230.097118,1.061649,238.697807
0.387600,12.000000,1.040039,245.436926,1.060771,238.720733
0.387800,12.000000,1.032715,230.097118,1.059894,238.743626
0.388000,12.000000,1.018066,245.436926,1.059018,238.766486
0.388200,12.000000,1.062012,230.097118,1.058143,238.789314
0.388400,12.000000,1.018066,245.436926,1.057270,238.812108
0.388600,12.000000,0.988770,245.436926,1.056398,238.834869
0.388800,12.000000,1.047363,230.097118,1.055528,238.857598
0.389000,12.000000,1.003418,245.436926,1.054658,238.880293
0.389200,12.000000,1.032715,230.097118,1.053790,238.902956
0.389400,12.000000,1.025391,245.436926,1.052923,238.925587
0.389600,12.000000,1.025391,230.097118,1.052058,238.948184
0.389800,12.000000,1.113281,245.436926,1.051193,238.970749
0.390000,12.000000,1.054688,245.436926,1.050330,238.993282
0.390200,12.000000,1.054688,230.097118,1.049468,239.015782
0.390400,12.000000,0.996094,245.436926,1.048608,239.038250
0.390600,12.000000,1.025391,230.097118,1.047748,239.060685
0.390800,12.000000,1.054688,245.436926,1.046890,239.083088
0.391000,12.000000,1.018066,245.436926,1.046033,239.105458
0.391200,12.000000,1.069336,230.097118,1.045177,239.127797
0.391400,12.000000,1.010742,245.436926,1.044323,239.150103
0.391600,12.000000,1.032715,230.097118,1.043470,239.172377
0.391800,12.000000,1.025391,245.436926,1.042618,239.194619
0.392000,12.000000,1.047363,245.436926,1.041767,239.216828
0.392200,12.000000,1.018066,230.097118,1.040917,239.239006
0.392400,12.000000,1.032715,245.436926,1.040069,239.261152
0.392600,12.000000,1.032715,230.097118,1.039222,239.283266
0.392800,12.000000,1.018066,245.436926,1.038376,239.305348
0.393000,12.000000,1.054688,245.436926,1.037532,239.327398
0.393200,12.000000,1.047363,230.097118,1.036688,239.349416
0.393400,12.000000,1.032715,245.436926,1.035846,239.371403
0.393600,12.000000,1.025391,230.097118,1.035005,239.393357
0.393800,12.000000,1.054688,245.436926,1.034165,239.415281
0.394000,12.000000,1.025391,245.436926,1.033327,239.437172
0.394200,12.000000,1.025391,230.097118,1.032489,239.459032
0.394400,12.000000,1.032715,245.436926,1.031653,239.480861
0.394600,12.000000,1.083984,230.097118,1.030818,239.502658
0.394800,12.000000,0.988770,245.436926,1.029984,239.524423
0.395000,12.000000,1.054688,245.436926,1.029152,239.546157
0.395200,12.000000,0.974121,230.097118,1.028320,239.567860
0.395400,12.000000,1.032715,245.436926,1.027490,239.589532
0.395600,12.000000,1.076660,230.097118,1.026661,239.611172
0.395800,12.000000,1.040039,245.436926,1.025834,239.632781
0.396000,12.000000,1.032715,245.436926,1.025007,239.654359
0.396200,12.000000,1.010742,230.097118,1.024182,239.675906
0.396400,12.000000,1.025391,245.436926,1.023357,239.697422
0.396600,12.000000,1.018066,245.436926,1.022534,239.718906
0.396800,12.000000,0.996094,230.097118,1.021713,239.740360
0.397000,12.000000,1.010742,245.436926,1.020892,239.761783
0.397200,12.000000,1.025391,230.097118,1.020073,239.783175
0.397400,12.000000,0.996094,245.436926,1.019254,239.804536
0.397600,12.000000,0.996094,245.436926,1.018437,239.825866
0.397800,12.000000,0.974121,230.097118,1.017621,239.847166
0.398000,12.000000,1.025391,245.436926,1.016807,239.868435
0.398200,12.000000,1.032715,245.436926,1.015993,239.889673
0.398400,12.000000,1.025391,230.097118,1.015181,239.910880
0.398600,12.000000,1.040039,245.436926,1.014369,239.932057
0.398800,12.000000,1.018066,245.436926,1.013559,239.953204
0.399000,12.000000,1.025391,230.097118,1.012751,239.974319
0.399200,12.000000,1.018066,245.436926,1.011943,239.995405
0.399400,12.000000,1.010742,230.097118,1.011136,240.016460
0.399600,12.000000,0.996094,245.436926,1.010331,240.037485
0.399800,12.000000,1.076660,245.436926,1.009527,240.058479
0.400000,12.000000,0.996094,230.097118,1.008724,240.079443
0.400200,12.000000,0.988770,245.436926,1.007922,240.100377
0.400400,12.000000,1.018066,245.436926,1.007121,240.121281
0.400600,12.000000,1.010742,230.097118,1.006321,240.142154
0.400800,12.000000,0.966797,245.436926,1.005523,240.162998
0.401000,12.000000,1.040039,245.436926,1.004726,240.183811
0.401200,12.000000,1.003418,230.097118,1.003930,240.204594
0.401400,12.000000,0.966797,245.436926,1.003135,240.225348
0.401600,12.000000,1.040039,245.436926,1.002341,240.246071
0.401800,12.000000,1.018066,230.097118,1.001548,240.266765
0.402000,12.000000,0.959473,245.436926,1.000757,240.287428
0.402200,12.000000,1.054688,245.436926,0.999966,240.308062
0.402400,12.000000,1.018066,230.097118,0.999177,240.328667
0.402600,12.000000,0.996094,245.436926,0.998389,240.349241
0.402800,12.000000,1.047363,245.436926,0.997602,240.369786
0.403000,12.000000,1.003418,230.097118,0.996816,240.390301
0.403200,12.000000,0.996094,245.436926,0.996031,240.410787
0.403400,12.000000,0.974121,245.436926,0.995248,240.431243
0.403600,12.000000,1.010742,230.097118,0.994465,240.451669
0.403800,12.000000,1.010742,245.436926,0.993684,240.472066
0.404000,12.000000,0.996094,245.436926,0.992904,240.492434
0.404200,12.000000,0.966797,230.097118,0.992124,240.512772
0.404400,12.000000,0.996094,245.436926,0.991346,240.533081
0.404600,12.000000,0.988770,245.436926,0.990570,240.553361
0.404800,12.000000,0.952148,230.097118,0.989794,240.573612
0.405000,12.000000,0.944824,245.436926,0.989019,240.593833
0.405200,12.000000,1.003418,245.436926,0.988246,240.614025
0.405400,12.000000,0.908203,230.097118,0.987473,240.634188
0.405600,12.000000,0.996094,245.436926,0.986702,240.654322
0.405800,12.000000,0.974121,245.436926,0.985932,240.674427
0.406000,12.000000,1.025391,245.436926,0.985163,240.694503
0.406200,12.000000,0.966797,230.097118,0.984395,240.714550
0.406400,12.000000,1.003418,245.436926,0.983628,240.734568
0.406600,12.000000,0.974121,245.436926,0.982863,240.754557
0.406800,12.000000,0.988770,230.097118,0.982098,240.774517
0.407000,12.000000,1.003418,245.436926,0.981335,240.794449
0.407200,12.000000,0.966797,245.436926,0.980572,240.814352
0.407400,12.000000,1.010742,230.097118,0.979811,240.834226
0.407600,12.000000,0.952148,245.436926,0.979051,240.854071
0.407800,12.000000,0.988770,245.436926,0.978292,240.873888
0.408000,12.000000,1.003418,245.436926,0.977534,240.893677
0.408200,12.000000,0.996094,230.097118,0.976777,240.913436
0.408400,12.000000,1.032715,245.436926,0.976021,240.933168
0.408600,12.000000,0.952148,245.436926,0.975266,240.952870
0.408800,12.000000,0.930176,230.097118,0.974512,240.972545
0.409000,12.000000,0.944824,245.436926,0.973760,240.992191
0.409200,12.000000,0.996094,245.436926,0.973008,241.011808
0.409400,12.000000,0.988770,230.097118,0.972258,241.031398
0.409600,12.000000,0.974121,245.436926,0.971509,241.050959
0.409800,12.000000,0.937500,245.436926,0.970760,241.070492
0.410000,12.000000,0.996094,245.436926,0.970013,241.089997
0.410200,12.000000,0.930176,230.097118,0.969267,241.109473
0.410400,12.000000,1.003418,245.436926,0.968522,241.128922
0.410600,12.000000,1.054688,245.436926,0.967778,241.148343
0.410800,12.000000,0.981445,245.436926,0.967035,241.167735
0.411000,12.000000,0.981445,230.097118,0.966294,241.187100
0.411200,12.000000,0.952148,245.436926,0.965553,241.206436
0.411400,12.000000,0.908203,245.436926,0.964813,241.225745
0.411600,12.000000,0.944824,230.097118,0.964075,241.245026
0.411800,12.000000,0.930176,245.436926,0.963337,241.264279
0.412000,12.000000,0.922852,245.436926,0.962601,241.283504
0.412200,12.000000,1.010742,245.436926,0.961865,241.302702
0.412400,12.000000,0.966797,230.097118,0.961131,241.321872
0.412600,12.000000,0.974121,245.436926,0.960398,241.341014
0.412800,12.000000,0.952148,245.436926,0.959666,241.360129
0.413000,12.000000,0.952148,245.436926,0.958934,241.379216
0.413200,12.000000,0.988770,230.097118,0.958204,241.398276
0.413400,12.000000,0.959473,245.436926,0.957475,241.417308
0.413600,12.000000,0.974121,245.436926,0.956747,241.436313
0.413800,12.000000,0.952148,230.097118,0.956020,241.455290
0.414000,12.000000,0.944824,245.436926,0.955294,241.474240
0.414200,12.000000,0.915527,245.436926,0.954570,241.493162
0.414400,12.000000,0.893555,245.436926,0.953846,241.512058
0.414600,12.000000,0.944824,230.097118,0.953123,241.530926
0.414800,12.000000,0.952148,245.436926,0.952401,241.549767
0.415000,12.000000,0.915527,245.436926,0.951681,241.568580
0.415200,12.000000,0.952148,245.436926,0.950961,241.587367
0.415400,12.000000,0.952148,230.097118,0.950242,241.606126
0.415600,12.000000,0.886230,245.436926,0.949525,241.624859
0.415800,12.000000,0.922852,245.436926,0.948808,241.643564
0.416000,12.000000,0.959473,245.436926,0.948093,241.662242
0.416200,12.000000,0.959473,230.097118,0.947378,241.680894
0.416400,12.000000,0.915527,245.436926,0.946665,241.699519
0.416600,12.000000,0.952148,245.436926,0.945952,241.718116
0.416800,12.000000,0.974121,245.436926,0.945241,241.736687
0.417000,12.000000,0.966797,230.097118,0.944531,241.755231
0.417200,12.000000,0.937500,245.436926,0.943821,241.773749
0.417400,12.000000,0.930176,245.436926,0.943113,241.792239
0.417600,12.000000,0.922852,245.436926,0.942406,241.810704
0.417800,12.000000,0.952148,245.436926,0.941699,241.829141
0.418000,12.000000,0.944824,230.097118,0.940994,241.847552
0.418200,12.000000,0.959473,245.436926,0.940290,241.865936
0.418400,12.000000,0.944824,245.436926,0.939587,241.884294
0.418600,12.000000,0.966797,245.436926,0.938885,241.902625
0.418800,12.000000,0.937500,230.097118,0.938183,241.920930
0.419000,12.000000,0.959473,245.436926,0.937483,241.939208
0.419200,12.000000,0.959473,245.436926,0.936784,241.957461
0.419400,12.000000,0.915527,245.436926,0.936086,241.975686
0.419600,12.000000,0.878906,230.097118,0.935389,241.993886
0.419800,12.000000,0.981445,245.436926,0.934693,242.012059
0.420000,12.000000,0.944824,245.436926,0.933997,242.030206
0.420200,12.000000,0.878906,245.436926,0.933303,242.048327
0.420400,12.000000,0.908203,245.436926,0.932610,242.066422
0.420600,12.000000,0.952148,230.097118,0.931918,242.084491
0.420800,12.000000,0.922852,245.436926,0.931227,242.102533
0.421000,12.000000,0.915527,245.436926,0.930537,242.120550
0.421200,12.000000,0.974121,245.436926,0.929848,242.138540
0.421400,12.000000,0.900879,230.097118,0.929159,242.156505
0.421600,12.000000,0.900879,245.436926,0.928472,242.174444
0.421800,12.000000,0.937500,245.436926,0.927786,242.192357
0.422000,12.000000,0.937500,245.436926,0.927101,242.210244
0.422200,12.000000,0.944824,245.436926,0.926417,242.228105
0.422400,12.000000,0.952148,230.097118,0.925734,242.245941
0.422600,12.000000,0.930176,245.436926,0.925051,242.263750
0.422800,12.000000,0.937500,245.436926,0.924370,242.281535
0.423000,12.000000,0.915527,245.436926,0.923690,242.299293
0.423200,12.000000,0.922852,245.436926,0.923011,242.317026
0.423400,12.000000,0.922852,230.097118,0.922332,242.334733
0.423600,12.000000,0.930176,245.436926,0.921655,242.352415
0.423800,12.000000,0.944824,245.436926,0.920979,242.370071
0.424000,12.000000,0.937500,245.436926,0.920303,242.387702
0.424200,12.000000,0.922852,245.436926,0.919629,242.405308
0.424400,12.000000,0.893555,230.097118,0.918955,242.422888
0.424600,12.000000,0.922852,245.436926,0.918283,242.440442
0.424800,12.000000,0.915527,245.436926,0.917611,242.457972
0.425000,12.000000,0.922852,245.436926,0.916941,242.475476
0.425200,12.000000,0.981445,245.436926,0.916271,242.492954
0.425400,12.000000,0.900879,230.097118,0.915603,242.510408
0.425600,12.000000,0.930176,245.436926,0.914935,242.527837
0.425800,12.000000,0.944824,245.436926,0.914269,242.545240
0.426000,12.000000,0.915527,245.436926,0.913603,242.562618
0.426200,12.000000,0.981445,245.436926,0.912938,242.579971
0.426400,12.000000,0.900879,245.436926,0.912274,242.597299
0.426600,12.000000,0.922852,230.097118,0.911612,242.614603
0.426800,12.000000,0.886230,245.436926,0.910950,242.631881
0.427000,12.000000,0.900879,245.436926,0.910289,242.649134
0.427200,12.000000,0.915527,245.436926,0.909629,242.666363
0.427400,12.000000,0.937500,245.436926,0.908970,242.683566
0.427600,12.000000,0.915527,230.097118,0.908312,242.700745
0.427800,12.000000,0.944824,245.436926,0.907655,242.717899
0.428000,12.000000,0.900879,245.436926,0.906998,242.735028
0.428200,12.000000,0.893555,245.436926,0.906343,242.752133
0.428400,12.000000,0.988770,245.436926,0.905689,242.769213
0.428600,12.000000,0.915527,245.436926,0.905036,242.786268
0.428800,12.000000,0.886230,230.097118,0.904383,242.803299
0.429000,12.000000,0.886230,245.436926,0.903732,242.820305
0.429200,12.000000,0.871582,245.436926,0.903081,242.837286
0.429400,12.000000,0.930176,245.436926,0.902432,242.854243
0.429600,12.000000,0.893555,245.436926,0.901783,242.871176
0.429800,12.000000,0.908203,245.436926,0.901135,242.888084
0.430000,12.000000,0.900879,230.097118,0.900489,242.904968
0.430200,12.000000,0.922852,245.436926,0.899843,242.921828
0.430400,12.000000,0.871582,245.436926,0.899198,242.938663
0.430600,12.000000,0.864258,245.436926,0.898554,242.955474
0.430800,12.000000,0.908203,245.436926,0.897911,242.972260
0.431000,12.000000,0.915527,245.436926,0.897269,242.989023
0.431200,12.000000,0.908203,230.097118,0.896628,243.005761
0.431400,12.000000,0.871582,245.436926,0.895987,243.022475
0.431600,12.000000,0.915527,245.436926,0.895348,243.039165
0.431800,12.000000,0.871582,245.436926,0.894710,243.055831
0.432000,12.000000,0.878906,245.436926,0.894072,243.072473
0.432200,12.000000,0.864258,245.436926,0.893436,243.089091
0.432400,12.000000,0.930176,230.097118,0.892800,243.105685
0.432600,12.000000,0.908203,245.436926,0.892165,243.122255
0.432800,12.000000,0.908203,245.436926,0.891531,243.138802
0.433000,12.000000,0.930176,245.436926,0.890899,243.155324
0.433200,12.000000,0.974121,245.436926,0.890267,243.171822
0.433400,12.000000,0.834961,245.436926,0.889636,243.188297
0.433600,12.000000,0.864258,245.436926,0.889005,243.204748
0.433800,12.000000,0.871582,230.097118,0.888376,243.221175
0.434000,12.000000,0.864258,245.436926,0.887748,243.237579
0.434200,12.000000,0.856934,245.436926,0.887120,243.253959
0.434400,12.000000,0.878906,245.436926,0.886494,243.270315
0.434600,12.000000,0.849609,245.436926,0.885868,243.286648
0.434800,12.000000,0.893555,245.436926,0.885243,243.302957
0.435000,12.000000,0.886230,245.436926,0.884619,243.319242
0.435200,12.000000,0.900879,230.097118,0.883997,243.335505
0.435400,12.000000,0.900879,245.436926,0.883375,243.351743
0.435600,12.000000,0.900879,245.436926,0.882753,243.367959
0.435800,12.000000,0.871582,245.436926,0.882133,243.384150
0.436000,12.000000,0.944824,245.436926,0.881514,243.400319
0.436200,12.000000,0.886230,245.436926,0.880895,243.416464
0.436400,12.000000,0.827637,245.436926,0.880278,243.432586
0.436600,12.000000,0.849609,245.436926,0.879661,243.448685
0.436800,12.000000,0.827637,230.097118,0.879045,243.464760
0.437000,12.000000,0.878906,245.436926,0.878430,243.480813
0.437200,12.000000,0.871582,245.436926,0.877816,243.496842
0.437400,12.000000,0.864258,245.436926,0.877203,243.512848
0.437600,12.000000,0.937500,245.436926,0.876591,243.528831
0.437800,12.000000,0.893555,245.436926,0.875980,243.544791
0.438000,12.000000,0.893555,245.436926,0.875369,243.560728
0.438200,12.000000,0.849609,245.436926,0.874760,243.576641
0.438400,12.000000,0.842285,230.097118,0.874151,243.592532
0.438600,12.000000,0.871582,245.436926,0.873543,243.608401
0.438800,12.000000,0.878906,245.436926,0.872936,243.624246
0.439000,12.000000,0.812988,245.436926,0.872330,243.640068
0.439200,12.000000,0.864258,245.436926,0.871725,243.655868
0.439400,12.000000,0.871582,245.436926,0.871120,243.671644
0.439600,12.000000,0.864258,245.436926,0.870517,243.687398
0.439800,12.000000,0.842285,245.436926,0.869914,243.703130
0.440000,12.000000,0.849609,230.097118,0.869313,243.718838
0.440200,12.000000,0.864258,245.436926,0.868712,243.734524
0.440400,12.000000,0.871582,245.436926,0.868112,243.750187
0.440600,12.000000,0.886230,245.436926,0.867513,243.765828
0.440800,12.000000,0.900879,245.436926,0.866914,243.781446
0.441000,12.000000,0.856934,245.436926,0.866317,243.797042
0.441200,12.000000,0.849609,245.436926,0.865720,243.812615
0.441400,12.000000,0.878906,245.436926,0.865125,243.828166
0.441600,12.000000,0.886230,245.436926,0.864530,243.843694
0.441800,12.000000,0.849609,230.097118,0.863936,243.859200
0.442000,12.000000,0.886230,245.436926,0.863343,243.874683
0.442200,12.000000,0.893555,245.436926,0.862750,243.890145
0.442400,12.000000,0.900879,245.436926,0.862159,243.905583
0.442600,12.000000,0.915527,245.436926,0.861568,243.921000
0.442800,12.000000,0.834961,245.436926,0.860979,243.936395
0.443000,12.000000,0.864258,245.436926,0.860390,243.951767
0.443200,12.000000,0.856934,245.436926,0.859802,243.967117
0.443400,12.000000,0.856934,245.436926,0.859215,243.982445
0.443600,12.000000,0.842285,245.436926,0.858628,243.997751
0.443800,12.000000,0.812988,245.436926,0.858043,244.013034
0.444000,12.000000,0.856934,230.097118,0.857458,244.028296
0.444200,12.000000,0.834961,245.436926,0.856875,244.043536
0.444400,12.000000,0.856934,245.436926,0.856292,244.058753
0.444600,12.000000,0.834961,245.436926,0.855710,244.073949
0.444800,12.000000,0.820312,245.436926,0.855128,244.089123
0.445000,12.000000,0.864258,245.436926,0.854548,244.104275
0.445200,12.000000,0.856934,245.436926,0.853968,244.119405
0.445400,12.000000,0.871582,245.436926,0.853390,244.134513
0.445600,12.000000,0.915527,245.436926,0.852812,244.149600
0.445800,12.000000,0.856934,245.436926,0.852235,244.164665
0.446000,12.000000,0.864258,245.436926,0.851658,244.179708
0.446200,12.000000,0.820312,230.097118,0.851083,244.194729
0.446400,12.000000,0.812988,245.436926,0.850508,244.209729
0.446600,12.000000,0.900879,245.436926,0.849935,244.224707
0.446800,12.000000,0.820312,245.436926,0.849362,244.239663
0.447000,12.000000,0.820312,245.436926,0.848790,244.254598
0.447200,12.000000,0.849609,245.436926,0.848218,244.269512
0.447400,12.000000,0.842285,245.436926,0.847648,244.284404
0.447600,12.000000,0.820312,245.436926,0.847078,244.299274
0.447800,12.000000,0.834961,245.436926,0.846509,244.314123
0.448000,12.000000,0.886230,245.436926,0.845942,244.328950
0.448200,12.000000,0.820312,245.436926,0.845374,244.343757
0.448400,12.000000,0.805664,245.436926,0.844808,244.358541
0.448600,12.000000,0.871582,245.436926,0.844242,244.373305
0.448800,12.000000,0.856934,230.097118,0.843678,244.388047
0.449000,12.000000,0.827637,245.436926,0.843114,244.402768
0.449200,12.000000,0.798340,245.436926,0.842551,244.417468
0.449400,12.000000,0.820312,245.436926,0.841988,244.432146
0.449600,12.000000,0.842285,245.436926,0.841427,244.446804
0.449800,12.000000,0.878906,245.436926,0.840866,244.461440
0.450000,12.000000,0.805664,245.436926,0.840307,244.476055
0.450200,12.000000,0.834961,245.436926,0.839747,244.490649
0.450400,12.000000,0.856934,245.436926,0.839189,244.505222
0.450600,12.000000,0.769043,245.436926,0.838632,244.519774
0.450800,12.000000,0.871582,245.436926,0.838075,244.534305
0.451000,12.000000,0.805664,245.436926,0.837519,244.548815
0.451200,12.000000,0.849609,245.436926,0.836964,244.563304
0.451400,12.000000,0.842285,245.436926,0.836410,244.577772
0.451600,12.000000,0.871582,245.436926,0.835857,244.592220
0.451800,12.000000,0.849609,245.436926,0.835304,244.606646
0.452000,12.000000,0.761719,245.436926,0.834752,244.621052
0.452200,12.000000,0.812988,230.097118,0.834201,244.635437
0.452400,12.000000,0.834961,245.436926,0.833651,244.649801
0.452600,12.000000,0.827637,245.436926,0.833102,244.664145
0.452800,12.000000,0.849609,245.436926,0.832553,244.678467
0.453000,12.000000,0.856934,245.436926,0.832005,244.692770
0.453200,12.000000,0.849609,245.436926,0.831458,244.707051
0.453400,12.000000,0.827637,245.436926,0.830912,244.721312
0.453600,12.000000,0.776367,245.436926,0.830366,244.735552
0.453800,12.000000,0.812988,245.436926,0.829821,244.749772
0.454000,12.000000,0.842285,245.436926,0.829278,244.763972
0.454200,12.000000,0.798340,245.436926,0.828734,244.778150
0.454400,12.000000,0.849609,245.436926,0.828192,244.792309
0.454600,12.000000,0.856934,245.436926,0.827650,244.806447
0.454800,12.000000,0.827637,245.436926,0.827110,244.820564
0.455000,12.000000,0.732422,245.436926,0.826570,244.834662
0.455200,12.000000,0.791016,245.436926,0.826030,244.848739
0.455400,12.000000,0.878906,245.436926,0.825492,244.862795
0.455600,12.000000,0.805664,245.436926,0.824954,244.876832
0.455800,12.000000,0.761719,245.436926,0.824417,244.890848
0.456000,12.000000,0.864258,245.436926,0.823881,244.904844
0.456200,12.000000,0.820312,245.436926,0.823346,244.918819
0.456400,12.000000,0.856934,245.436926,0.822811,244.932775
0.456600,12.000000,0.827637,245.436926,0.822278,244.946710
0.456800,12.000000,0.834961,245.436926,0.821744,244.960626
0.457000,12.000000,0.834961,230.097118,0.821212,244.974521
0.457200,12.000000,0.842285,245.436926,0.820681,244.988396
0.457400,12.000000,0.886230,245.436926,0.820150,245.002252
0.457600,12.000000,0.849609,245.436926,0.819620,245.016087
0.457800,12.000000,0.769043,245.436926,0.819091,245.029902
0.458000,12.000000,0.834961,245.436926,0.818562,245.043698
0.458200,12.000000,0.849609,245.436926,0.818035,245.057473
0.458400,12.000000,0.856934,245.436926,0.817508,245.071229
0.458600,12.000000,0.805664,245.436926,0.816982,245.084965
0.458800,12.000000,0.849609,245.436926,0.816456,245.098681
0.459000,12.000000,0.842285,245.436926,0.815931,245.112377
0.459200,12.000000,0.893555,245.436926,0.815408,245.126053
0.459400,12.000000,0.791016,245.436926,0.814884,245.139710
0.459600,12.000000,0.798340,245.436926,0.814362,245.153347
0.459800,12.000000,0.805664,245.436926,0.813840,245.166964
0.460000,12.000000,0.798340,245.436926,0.813320,245.180562
0.460200,12.000000,0.783691,245.436926,0.812799,245.194140
0.460400,12.000000,0.732422,245.436926,0.812280,245.207699
0.460600,12.000000,0.798340,245.436926,0.811761,245.221238
0.460800,12.000000,0.820312,245.436926,0.811244,245.234757
0.461000,12.000000,0.798340,245.436926,0.810726,245.248257
0.461200,12.000000,0.871582,245.436926,0.810210,245.261738
0.461400,12.000000,0.812988,245.436926,0.809694,245.275199
0.461600,12.000000,0.849609,245.436926,0.809179,245.288641
0.461800,12.000000,0.812988,245.436926,0.808665,245.302063
0.462000,12.000000,0.834961,245.436926,0.808152,245.315466
0.462200,12.000000,0.812988,245.436926,0.807639,245.328850
0.462400,12.000000,0.849609,245.436926,0.807127,245.342214
0.462600,12.000000,0.805664,245.436926,0.806616,245.355559
0.462800,12.000000,0.820312,245.436926,0.806106,245.368885
0.463000,12.000000,0.812988,245.436926,0.805596,245.382191
0.463200,12.000000,0.798340,245.436926,0.805087,245.395479
0.463400,12.000000,0.820312,245.436926,0.804579,245.408747
0.463600,12.000000,0.871582,245.436926,0.804071,245.421996
0.463800,12.000000,0.798340,245.436926,0.803564,245.435226
0.464000,12.000000,0.812988,245.436926,0.803058,245.448437
0.464200,12.000000,0.842285,245.436926,0.802553,245.461629
0.464400,12.000000,0.834961,245.436926,0.802048,245.474802
0.464600,12.000000,0.798340,245.436926,0.801545,245.487956
0.464800,12.000000,0.732422,245.436926,0.801041,245.501091
0.465000,12.000000,0.812988,245.436926,0.800539,245.514207
0.465200,12.000000,0.732422,245.436926,0.800037,245.527304
0.465400,12.000000,0.842285,245.436926,0.799536,245.540382
0.465600,12.000000,0.805664,245.436926,0.799036,245.553441
0.465800,12.000000,0.827637,245.436926,0.798536,245.566481
0.466000,12.000000,0.769043,245.436926,0.798038,245.579503
0.466200,12.000000,0.754395,245.436926,0.797540,245.592506
0.466400,12.000000,0.805664,245.436926,0.797042,245.605490
0.466600,12.000000,0.798340,245.436926,0.796546,245.618456
0.466800,12.000000,0.783691,245.436926,0.796050,245.631402
0.467000,12.000000,0.798340,245.436926,0.795554,245.644330
0.467200,12.000000,0.878906,245.436926,0.795060,245.657240
0.467400,12.000000,0.820312,245.436926,0.794566,245.670131
0.467600,12.000000,0.827637,245.436926,0.794073,245.683003
0.467800,12.000000,0.820312,245.436926,0.793581,245.695856
0.468000,12.000000,0.834961,245.436926,0.793089,245.708691
0.468200,12.000000,0.783691,245.436926,0.792598,245.721508
0.468400,12.000000,0.732422,245.436926,0.792108,245.734306
0.468600,12.000000,0.783691,245.436926,0.791618,245.747086
0.468800,12.000000,0.812988,245.436926,0.791129,245.759847
0.469000,12.000000,0.761719,245.436926,0.790641,245.772590
0.469200,12.000000,0.783691,245.436926,0.790154,245.785314
0.469400,12.000000,0.769043,245.436926,0.789667,245.798020
0.469600,12.000000,0.834961,245.436926,0.789181,245.810708
0.469800,12.000000,0.812988,245.436926,0.788696,245.823378
0.470000,12.000000,0.805664,245.436926,0.788211,245.836029
0.470200,12.000000,0.805664,245.436926,0.787727,245.848662
0.470400,12.000000,0.783691,245.436926,0.787244,245.861277
0.470600,12.000000,0.791016,245.436926,0.786762,245.873873
0.470800,12.000000,0.747070,245.436926,0.786280,245.886452
0.471000,12.000000,0.717773,260.776734,0.785799,245.899012
0.471200,12.000000,0.791016,245.436926,0.785318,245.911554
0.471400,12.000000,0.791016,245.436926,0.784838,245.924078
0.471600,12.000000,0.820312,245.436926,0.784359,245.936584
0.471800,12.000000,0.827637,245.436926,0.783881,245.949072
0.472000,12.000000,0.827637,245.436926,0.783403,245.961542
0.472200,12.000000,0.754395,245.436926,0.782926,245.973994
0.472400,12.000000,0.769043,245.436926,0.782450,245.986428
0.472600,12.000000,0.798340,245.436926,0.781974,245.998844
0.472800,12.000000,0.856934,245.436926,0.781499,246.011243
0.473000,12.000000,0.827637,245.436926,0.781025,246.023623
0.473200,12.000000,0.812988,245.436926,0.780552,246.035985
0.473400,12.000000,0.769043,245.436926,0.780079,246.048330
0.473600,12.000000,0.754395,245.436926,0.779607,246.060657
0.473800,12.000000,0.805664,245.436926,0.779135,246.072966
0.474000,12.000000,0.747070,245.436926,0.778664,246.085257
0.474200,12.000000,0.769043,245.436926,0.778194,246.097531
0.474400,12.000000,0.776367,245.436926,0.777725,246.109787
0.474600,12.000000,0.827637,245.436926,0.777256,246.122025
0.474800,12.000000,0.769043,245.436926,0.776788,246.134246
0.475000,12.000000,0.703125,245.436926,0.776320,246.146448
0.475200,12.000000,0.791016,245.436926,0.775853,246.158634
0.475400,12.000000,0.754395,245.436926,0.775387,246.170802
0.475600,12.000000,0.776367,245.436926,0.774922,246.182952
0.475800,12.000000,0.769043,245.436926,0.774457,246.195085
0.476000,12.000000,0.769043,260.776734,0.773993,246.207200
0.476200,12.000000,0.798340,245.436926,0.773530,246.219298
0.476400,12.000000,0.725098,245.436926,0.773067,246.231378
0.476600,12.000000,0.754395,245.436926,0.772605,246.243441
0.476800,12.000000,0.791016,245.436926,0.772143,246.255486
