t_s,V_volts,i_medido_A,w_medido_rad_s,i_verdadeiro_A,w_verdadeiro_rad_s
0.174400,12.000000,3.303223,184.077695,3.284472,180.669913
0.174600,12.000000,3.281250,184.077695,3.280388,180.776514
0.174800,12.000000,3.222656,168.737887,3.276311,180.882961
0.175000,12.000000,3.215332,184.077695,3.272239,180.989255
0.175200,12.000000,3.266602,184.077695,3.268173,181.095396
0.175400,12.000000,3.259277,184.077695,3.264113,181.201384
0.175600,12.000000,3.259277,184.077695,3.260059,181.307219
0.175800,12.000000,3.251953,168.737887,3.256011,181.412901
0.176000,12.000000,3.259277,184.077695,3.251969,181.518431
0.176200,12.000000,3.273926,184.077695,3.247932,181.623808
0.176400,12.000000,3.208008,184.077695,3.243901,181.729034
0.176600,12.000000,3.208008,184.077695,3.239876,181.834108
0.176800,12.000000,3.200684,184.077695,3.235857,181.939030
0.177000,12.000000,3.237305,168.737887,3.231844,182.043801
0.177200,12.000000,3.266602,184.077695,3.227836,182.148422
0.177400,12.000000,3.208008,184.077695,3.223834,182.252891
0.177600,12.000000,3.142090,184.077695,3.219838,182.357209
0.177800,12.000000,3.164062,184.077695,3.215848,182.461377
0.178000,12.000000,3.186035,184.077695,3.211863,182.565395
0.178200,12.000000,3.193359,184.077695,3.207885,182.669263
0.178400,12.000000,3.193359,184.077695,3.203912,182.772981
0.178600,12.000000,3.200684,184.077695,3.199944,182.876550
0.178800,12.000000,3.186035,184.077695,3.195983,182.979969
0.179000,12.000000,3.222656,168.737887,3.192027,183.083239
0.179200,12.000000,3.171387,184.077695,3.188077,183.186361
0.179400,12.000000,3.156738,184.077695,3.184132,183.289333
0.179600,12.000000,3.193359,184.077695,3.180193,183.392157
0.179800,12.000000,3.127441,184.077695,3.176260,183.494833
0.180000,12.000000,3.186035,184.077695,3.172333,183.597361
0.180200,12.000000,3.171387,184.077695,3.168411,183.699741
0.180400,12.000000,3.156738,184.077695,3.164495,183.801973
0.180600,12.000000,3.208008,184.077695,3.160584,183.904058
0.180800,12.000000,3.134766,184.077695,3.156680,184.005995
0.181000,12.000000,3.215332,184.077695,3.152780,184.107786
0.181200,12.000000,3.142090,184.077695,3.148887,184.209430
0.181400,12.000000,3.105469,184.077695,3.144999,184.310927
0.181600,12.000000,3.142090,184.077695,3.141116,184.412278
0.181800,12.000000,3.105469,184.077695,3.137240,184.513483
0.182000,12.000000,3.112793,184.077695,3.133369,184.614541
0.182200,12.000000,3.142090,184.077695,3.129503,184.715455
0.182400,12.000000,3.142090,184.077695,3.125643,184.816222
0.182600,12.000000,3.105469,184.077695,3.121789,184.916844
0.182800,12.000000,3.149414,184.077695,3.117940,185.017322
0.183000,12.000000,3.149414,184.077695,3.114096,185.117654
0.183200,12.000000,3.156738,199.417502,3.110258,185.217842
0.183400,12.000000,3.120117,184.077695,3.106426,185.317885
0.183600,12.000000,3.142090,184.077695,3.102599,185.417784
0.183800,12.000000,3.039551,184.077695,3.098778,185.517539
0.184000,12.000000,3.083496,184.077695,3.094963,185.617150
0.184200,12.000000,3.061523,184.077695,3.091152,185.716617
0.184400,12.000000,3.090820,184.077695,3.087348,185.815941
0.184600,12.000000,3.068848,184.077695,3.083548,185.915122
0.184800,12.000000,3.076172,184.077695,3.079755,186.014159
0.185000,12.000000,3.134766,199.417502,3.075966,186.113054
0.185200,12.000000,3.068848,184.077695,3.072184,186.211806
0.185400,12.000000,3.083496,184.077695,3.068406,186.310416
0.185600,12.000000,3.054199,184.077695,3.064634,186.408884
0.185800,12.000000,3.061523,184.077695,3.060868,186.507210
0.186000,12.000000,3.054199,184.077695,3.057107,186.605394
0.186200,12.000000,3.068848,184.077695,3.053351,186.703436
0.186400,12.000000,3.083496,199.417502,3.049601,186.801337
0.186600,12.000000,3.098145,184.077695,3.045856,186.899097
0.186800,12.000000,3.054199,184.077695,3.042117,186.996716
0.187000,12.000000,3.054199,184.077695,3.038383,187.094194
0.187200,12.000000,3.002930,184.077695,3.034654,187.191531
0.187400,12.000000,3.024902,199.417502,3.030931,187.288728
0.187600,12.000000,3.054199,184.077695,3.027213,187.385785
0.187800,12.000000,3.046875,184.077695,3.023500,187.482702
0.188000,12.000000,3.024902,184.077695,3.019793,187.579480
0.188200,12.000000,3.039551,184.077695,3.016091,187.676117
0.188400,12.000000,3.024902,199.417502,3.012395,187.772616
0.188600,12.000000,3.046875,184.077695,3.008704,187.868975
0.188800,12.000000,3.010254,184.077695,3.005018,187.965195
0.189000,12.000000,2.988281,184.077695,3.001338,188.061277
0.189200,12.000000,3.010254,199.417502,2.997662,188.157220
0.189400,12.000000,2.907715,184.077695,2.993992,188.253024
0.189600,12.000000,3.002930,184.077695,2.990328,188.348691
0.189800,12.000000,2.878418,199.417502,2.986668,188.444219
0.190000,12.000000,2.929688,184.077695,2.983014,188.539610
0.190200,12.000000,2.995605,184.077695,2.979366,188.634863
0.190400,12.000000,2.988281,184.077695,2.975722,188.729979
0.190600,12.000000,2.937012,199.417502,2.972084,188.824958
0.190800,12.000000,2.944336,184.077695,2.968451,188.919800
0.191000,12.000000,3.002930,184.077695,2.964823,189.014505
0.191200,12.000000,2.944336,199.417502,2.961200,189.109073
0.191400,12.000000,3.024902,184.077695,2.957583,189.203505
0.191600,12.000000,2.951660,184.077695,2.953971,189.297801
0.191800,12.000000,2.958984,199.417502,2.950364,189.391961
0.192000,12.000000,2.995605,184.077695,2.946762,189.485985
0.192200,12.000000,2.944336,184.077695,2.943166,189.579874
0.192400,12.000000,2.907715,199.417502,2.939575,189.673627
0.192600,12.000000,2.929688,184.077695,2.935988,189.767245
0.192800,12.000000,2.929688,184.077695,2.932408,189.860728
0.193000,12.000000,2.885742,199.417502,2.928832,189.954076
0.193200,12.000000,2.915039,184.077695,2.925261,190.047290
0.193400,12.000000,2.900391,199.417502,2.921696,190.140369
0.193600,12.000000,2.944336,184.077695,2.918135,190.233314
0.193800,12.000000,2.915039,184.077695,2.914580,190.326125
0.194000,12.000000,2.900391,199.417502,2.911030,190.418802
0.194200,12.000000,2.907715,184.077695,2.907485,190.511346
0.194400,12.000000,2.907715,199.417502,2.903945,190.603756
0.194600,12.000000,2.922363,184.077695,2.900410,190.696033
0.194800,12.000000,2.863770,199.417502,2.896881,190.788176
0.195000,12.000000,2.863770,184.077695,2.893356,190.880187
0.195200,12.000000,2.922363,184.077695,2.889837,190.972065
0.195400,12.000000,2.871094,199.417502,2.886322,191.063811
0.195600,12.000000,2.841797,184.077695,2.882813,191.155424
0.195800,12.000000,2.893066,199.417502,2.879308,191.246906
0.196000,12.000000,2.893066,184.077695,2.875809,191.338255
0.196200,12.000000,2.827148,199.417502,2.872315,191.429473
0.196400,12.000000,2.878418,184.077695,2.868826,191.520559
0.196600,12.000000,2.885742,199.417502,2.865342,191.611514
0.196800,12.000000,2.871094,184.077695,2.861863,191.702337
0.197000,12.000000,2.878418,199.417502,2.858389,191.793030
0.197200,12.000000,2.812500,184.077695,2.854919,191.883592
0.197400,12.000000,2.863770,199.417502,2.851455,191.974023
0.197600,12.000000,2.841797,184.077695,2.847996,192.064324
0.197800,12.000000,2.827148,199.417502,2.844542,192.154495
0.198000,12.000000,2.863770,184.077695,2.841093,192.244535
0.198200,12.000000,2.878418,199.417502,2.837649,192.334446
0.198400,12.000000,2.885742,184.077695,2.834210,192.424227
0.198600,12.000000,2.871094,199.417502,2.830776,192.513879
0.198800,12.000000,2.827148,184.077695,2.827346,192.603401
0.199000,12.000000,2.834473,199.417502,2.823922,192.692795
0.199200,12.000000,2.841797,199.417502,2.820503,192.782059
0.199400,12.000000,2.819824,184.077695,2.817088,192.871195
0.199600,12.000000,2.819824,199.417502,2.813679,192.960202
0.199800,12.000000,2.834473,184.077695,2.810274,193.049081
0.200000,12.000000,2.805176,199.417502,2.806874,193.137832
0.200200,12.000000,2.783203,199.417502,2.803480,193.226454
0.200400,12.000000,2.790527,184.077695,2.800090,193.314949
0.200600,12.000000,2.812500,199.417502,2.796705,193.403317
0.200800,12.000000,2.790527,184.077695,2.793325,193.491556
0.201000,12.000000,2.797852,199.417502,2.789949,193.579669
0.201200,12.000000,2.805176,199.417502,2.786579,193.667655
0.201400,12.000000,2.768555,184.077695,2.783213,193.755513
0.201600,12.000000,2.805176,199.417502,2.779853,193.843245
0.201800,12.000000,2.790527,184.077695,2.776497,193.930851
0.202000,12.000000,2.739258,199.417502,2.773146,194.018330
0.202200,12.000000,2.812500,199.417502,2.769800,194.105683
0.202400,12.000000,2.753906,184.077695,2.766458,194.192910
0.202600,12.000000,2.709961,199.417502,2.763122,194.280011
0.202800,12.000000,2.731934,199.417502,2.759790,194.366987
0.203000,12.000000,2.724609,184.077695,2.756463,194.453837
0.203200,12.000000,2.753906,199.417502,2.753141,194.540562
0.203400,12.000000,2.739258,199.417502,2.749824,194.627162
0.203600,12.000000,2.739258,184.077695,2.746511,194.713638
0.203800,12.000000,2.761230,199.417502,2.743204,194.799988
0.204000,12.000000,2.746582,199.417502,2.739901,194.886214
0.204200,12.000000,2.746582,199.417502,2.736602,194.972315
0.204400,12.000000,2.746582,184.077695,2.733309,195.058293
0.204600,12.000000,2.746582,199.417502,2.730020,195.144146
0.204800,12.000000,2.666016,199.417502,2.726736,195.229876
0.205000,12.000000,2.709961,184.077695,2.723457,195.315482
0.205200,12.000000,2.651367,199.417502,2.720183,195.400965
0.205400,12.000000,2.717285,199.417502,2.716913,195.486324
0.205600,12.000000,2.709961,199.417502,2.713648,195.571560
0.205800,12.000000,2.739258,184.077695,2.710387,195.656673
0.206000,12.000000,2.739258,199.417502,2.707132,195.741664
0.206200,12.000000,2.709961,199.417502,2.703881,195.826532
0.206400,12.000000,2.687988,199.417502,2.700634,195.911278
0.206600,12.000000,2.709961,199.417502,2.697393,195.995901
0.206800,12.000000,2.680664,184.077695,2.694156,196.080403
0.207000,12.000000,2.687988,199.417502,2.690924,196.164782
0.207200,12.000000,2.717285,199.417502,2.687696,196.249040
0.207400,12.000000,2.666016,199.417502,2.684473,196.333176
0.207600,12.000000,2.702637,184.077695,2.681255,196.417191
0.207800,12.000000,2.695312,199.417502,2.678041,196.501085
0.208000,12.000000,2.644043,199.417502,2.674832,196.584858
0.208200,12.000000,2.702637,199.417502,2.671628,196.668511
0.208400,12.000000,2.687988,199.417502,2.668428,196.752042
0.208600,12.000000,2.666016,199.417502,2.665233,196.835453
0.208800,12.000000,2.636719,184.077695,2.662042,196.918744
0.209000,12.000000,2.636719,199.417502,2.658856,197.001915
0.209200,12.000000,2.636719,199.417502,2.655675,197.084965
0.209400,12.000000,2.666016,199.417502,2.652498,197.167896
0.209600,12.000000,2.622070,199.417502,2.649326,197.250708
0.209800,12.000000,2.658691,199.417502,2.646158,197.333400
0.210000,12.000000,2.607422,199.417502,2.642995,197.415973
0.210200,12.000000,2.636719,184.077695,2.639837,197.498426
0.210400,12.000000,2.636719,199.417502,2.636683,197.580761
0.210600,12.000000,2.709961,199.417502,2.633534,197.662977
0.210800,12.000000,2.585449,199.417502,2.630389,197.745075
0.211000,12.000000,2.673340,199.417502,2.627249,197.827054
0.211200,12.000000,2.629395,199.417502,2.624113,197.908915
0.211400,12.000000,2.636719,199.417502,2.620981,197.990658
0.211600,12.000000,2.622070,199.417502,2.617855,198.072283
0.211800,12.000000,2.629395,199.417502,2.614733,198.153790
0.212000,12.000000,2.607422,184.077695,2.611615,198.235180
0.212200,12.000000,2.651367,199.417502,2.608502,198.316452
0.212400,12.000000,2.592773,199.417502,2.605393,198.397608
0.212600,12.000000,2.636719,199.417502,2.602289,198.478646
0.212800,12.000000,2.578125,199.417502,2.599189,198.559567
0.213000,12.000000,2.592773,199.417502,2.596093,198.640372
0.213200,12.000000,2.563477,199.417502,2.593003,198.721060
0.213400,12.000000,2.600098,199.417502,2.589916,198.801632
0.213600,12.000000,2.629395,199.417502,2.586834,198.882087
0.213800,12.000000,2.578125,199.417502,2.583757,198.962427
0.214000,12.000000,2.578125,199.417502,2.580684,199.042651
0.214200,12.000000,2.541504,199.417502,2.577615,199.122759
0.214400,12.000000,2.570801,199.417502,2.574551,199.202751
0.214600,12.000000,2.526855,199.417502,2.571491,199.282629
0.214800,12.000000,2.541504,199.417502,2.568436,199.362391
0.215000,12.000000,2.570801,199.417502,2.565385,199.442038
0.215200,12.000000,2.600098,199.417502,2.562338,199.521570
0.215400,12.000000,2.644043,199.417502,2.559296,199.600987
0.215600,12.000000,2.541504,199.417502,2.556258,199.680290
0.215800,12.000000,2.592773,199.417502,2.553225,199.759479
0.216000,12.000000,2.556152,199.417502,2.550196,199.838553
0.216200,12.000000,2.541504,199.417502,2.547171,199.917514
0.216400,12.000000,2.556152,199.417502,2.544151,199.996360
0.216600,12.000000,2.541504,199.417502,2.541135,200.075093
0.216800,12.000000,2.541504,199.417502,2.538123,200.153712
0.217000,12.000000,2.519531,199.417502,2.535116,200.232218
0.217200,12.000000,2.490234,199.417502,2.532113,200.310611
0.217400,12.000000,2.482910,199.417502,2.529115,200.388891
0.217600,12.000000,2.548828,199.417502,2.526120,200.467058
0.217800,12.000000,2.512207,199.417502,2.523130,200.545112
0.218000,12.000000,2.504883,214.757310,2.520145,200.623053
0.218200,12.000000,2.519531,199.417502,2.517163,200.700882
0.218400,12.000000,2.541504,199.417502,2.514186,200.778599
0.218600,12.000000,2.519531,199.417502,2.511214,200.856204
0.218800,12.000000,2.490234,199.417502,2.508245,200.933697
0.219000,12.000000,2.541504,199.417502,2.505281,201.011078
0.219200,12.000000,2.548828,199.417502,2.502321,201.088348
0.219400,12.000000,2.512207,199.417502,2.499365,201.165506
0.219600,12.000000,2.526855,199.417502,2.496414,201.242553
0.219800,12.000000,2.534180,199.417502,2.493467,201.319489
0.220000,12.000000,2.526855,214.757310,2.490524,201.396314
0.220200,12.000000,2.504883,199.417502,2.487585,201.473028
0.220400,12.000000,2.504883,199.417502,2.484651,201.549632
0.220600,12.000000,2.497559,199.417502,2.481721,201.626125
0.220800,12.000000,2.446289,199.417502,2.478795,201.702507
0.221000,12.000000,2.497559,199.417502,2.475873,201.778780
0.221200,12.000000,2.431641,199.417502,2.472956,201.854943
0.221400,12.000000,2.446289,214.757310,2.470042,201.930995
0.221600,12.000000,2.504883,199.417502,2.467133,202.006939
0.221800,12.000000,2.490234,199.417502,2.464228,202.082772
0.222000,12.000000,2.504883,199.417502,2.461328,202.158497
0.222200,12.000000,2.453613,199.417502,2.458431,202.234112
0.222400,12.000000,2.424316,199.417502,2.455539,202.309618
0.222600,12.000000,2.446289,214.757310,2.452651,202.385015
0.222800,12.000000,2.453613,199.417502,2.449767,202.460303
0.223000,12.000000,2.446289,199.417502,2.446887,202.535483
0.223200,12.000000,2.475586,199.417502,2.444011,202.610555
0.223400,12.000000,2.431641,199.417502,2.441140,202.685518
0.223600,12.000000,2.446289,214.757310,2.438272,202.760373
0.223800,12.000000,2.402344,199.417502,2.435409,202.835120
0.224000,12.000000,2.446289,199.417502,2.432550,202.909760
0.224200,12.000000,2.431641,199.417502,2.429695,202.984291
0.224400,12.000000,2.402344,214.757310,2.426844,203.058716
0.224600,12.000000,2.416992,199.417502,2.423997,203.133033
0.224800,12.000000,2.416992,199.417502,2.421154,203.207243
0.225000,12.000000,2.409668,199.417502,2.418316,203.281345
0.225200,12.000000,2.468262,214.757310,2.415481,203.355341
0.225400,12.000000,2.409668,199.417502,2.412651,203.429231
0.225600,12.000000,2.402344,199.417502,2.409825,203.503013
0.225800,12.000000,2.343750,199.417502,2.407002,203.576690
0.226000,12.000000,2.380371,214.757310,2.404184,203.650260
0.226200,12.000000,2.395020,199.417502,2.401370,203.723724
0.226400,12.000000,2.380371,199.417502,2.398560,203.797082
0.226600,12.000000,2.438965,214.757310,2.395754,203.870334
0.226800,12.000000,2.387695,199.417502,2.392952,203.943481
0.227000,12.000000,2.431641,199.417502,2.390154,204.016522
0.227200,12.000000,2.387695,199.417502,2.387360,204.089458
0.227400,12.000000,2.387695,214.757310,2.384570,204.162288
0.227600,12.000000,2.380371,199.417502,2.381784,204.235014
0.227800,12.000000,2.380371,199.417502,2.379003,204.307635
0.228000,12.000000,2.424316,214.757310,2.376225,204.380151
0.228200,12.000000,2.307129,199.417502,2.373451,204.452562
0.228400,12.000000,2.307129,199.417502,2.370681,204.524869
0.228600,12.000000,2.351074,214.757310,2.367915,204.597072
0.228800,12.000000,2.365723,199.417502,2.365154,204.669171
0.229000,12.000000,2.380371,199.417502,2.362396,204.741166
0.229200,12.000000,2.373047,214.757310,2.359642,204.813057
0.229400,12.000000,2.343750,199.417502,2.356892,204.884844
0.229600,12.000000,2.387695,199.417502,2.354146,204.956528
0.229800,12.000000,2.380371,214.757310,2.351404,205.028108
0.230000,12.000000,2.351074,199.417502,2.348666,205.099585
0.230200,12.000000,2.373047,199.417502,2.345932,205.170959
0.230400,12.000000,2.351074,214.757310,2.343202,205.242231
0.230600,12.000000,2.321777,199.417502,2.340476,205.313399
0.230800,12.000000,2.358398,214.757310,2.337753,205.384465
0.231000,12.000000,2.336426,199.417502,2.335035,205.455428
0.231200,12.000000,2.329102,199.417502,2.332321,205.526289
0.231400,12.000000,2.373047,214.757310,2.329610,205.597048
0.231600,12.000000,2.255859,199.417502,2.326904,205.667705
0.231800,12.000000,2.285156,214.757310,2.324201,205.738259
0.232000,12.000000,2.285156,199.417502,2.321502,205.808713
0.232200,12.000000,2.307129,199.417502,2.318807,205.879064
0.232400,12.000000,2.307129,214.757310,2.316116,205.949314
0.232600,12.000000,2.270508,199.417502,2.313429,206.019463
0.232800,12.000000,2.277832,214.757310,2.310746,206.089511
0.233000,12.000000,2.285156,199.417502,2.308067,206.159457
0.233200,12.000000,2.380371,214.757310,2.305391,206.229303
0.233400,12.000000,2.358398,199.417502,2.302719,206.299048
0.233600,12.000000,2.285156,214.757310,2.300052,206.368693
0.233800,12.000000,2.285156,199.417502,2.297388,206.438237
0.234000,12.000000,2.263184,199.417502,2.294727,206.507681
0.234200,12.000000,2.233887,214.757310,2.292071,206.577024
0.234400,12.000000,2.285156,199.417502,2.289419,206.646268
0.234600,12.000000,2.255859,214.757310,2.286770,206.715412
0.234800,12.000000,2.285156,199.417502,2.284125,206.784456
0.235000,12.000000,2.233887,214.757310,2.281484,206.853400
0.235200,12.000000,2.255859,199.417502,2.278847,206.922245
0.235400,12.000000,2.277832,214.757310,2.276214,206.990991
0.235600,12.000000,2.285156,199.417502,2.273584,207.059638
0.235800,12.000000,2.285156,214.757310,2.270958,207.128186
0.236000,12.000000,2.226562,199.417502,2.268336,207.196635
0.236200,12.000000,2.292480,214.757310,2.265718,207.264985
0.236400,12.000000,2.241211,199.417502,2.263104,207.333237
0.236600,12.000000,2.277832,214.757310,2.260493,207.401390
0.236800,12.000000,2.255859,199.417502,2.257886,207.469445
0.237000,12.000000,2.211914,214.757310,2.255283,207.537401
0.237200,12.000000,2.241211,199.417502,2.252683,207.605260
0.237400,12.000000,2.263184,214.757310,2.250088,207.673021
0.237600,12.000000,2.263184,199.417502,2.247496,207.740685
0.237800,12.000000,2.241211,214.757310,2.244908,207.808250
0.238000,12.000000,2.285156,214.757310,2.242323,207.875718
0.238200,12.000000,2.270508,199.417502,2.239743,207.943089
0.238400,12.000000,2.226562,214.757310,2.237166,208.010363
0.238600,12.000000,2.255859,199.417502,2.234592,208.077540
0.238800,12.000000,2.292480,214.757310,2.232023,208.144620
0.239000,12.000000,2.285156,199.417502,2.229457,208.211603
0.239200,12.000000,2.189941,214.757310,2.226895,208.278490
0.239400,12.000000,2.197266,214.757310,2.224336,208.345280
0.239600,12.000000,2.263184,199.417502,2.221781,208.411974
0.239800,12.000000,2.189941,214.757310,2.219230,208.478572
0.240000,12.000000,2.175293,199.417502,2.216683,208.545073
0.240200,12.000000,2.197266,214.757310,2.214139,208.611479
0.240400,12.000000,2.226562,214.757310,2.211599,208.677789
0.240600,12.000000,2.204590,199.417502,2.209063,208.744003
0.240800,12.000000,2.189941,214.757310,2.206530,208.810122
0.241000,12.000000,2.182617,199.417502,2.204001,208.876146
0.241200,12.000000,2.182617,214.757310,2.201475,208.942074
0.241400,12.000000,2.175293,214.757310,2.198953,209.007908
0.241600,12.000000,2.263184,199.417502,2.196435,209.073646
0.241800,12.000000,2.204590,214.757310,2.193921,209.139290
0.242000,12.000000,2.219238,199.417502,2.191410,209.204839
0.242200,12.000000,2.175293,214.757310,2.188902,209.270293
0.242400,12.000000,2.182617,214.757310,2.186399,209.335653
0.242600,12.000000,2.160645,199.417502,2.183899,209.400919
0.242800,12.000000,2.102051,214.757310,2.181402,209.466090
0.243000,12.000000,2.138672,214.757310,2.178909,209.531168
0.243200,12.000000,2.124023,199.417502,2.176420,209.596152
0.243400,12.000000,2.109375,214.757310,2.173934,209.661042
0.243600,12.000000,2.138672,214.757310,2.171452,209.725839
0.243800,12.000000,2.211914,199.417502,2.168974,209.790542
0.244000,12.000000,2.167969,214.757310,2.166499,209.855152
0.244200,12.000000,2.204590,214.757310,2.164027,209.919668
0.244400,12.000000,2.175293,199.417502,2.161560,209.984092
0.244600,12.000000,2.182617,214.757310,2.159095,210.048423
0.244800,12.000000,2.131348,214.757310,2.156635,210.112661
0.245000,12.000000,2.167969,214.757310,2.154177,210.176806
0.245200,12.000000,2.175293,199.417502,2.151724,210.240859
0.245400,12.000000,2.131348,214.757310,2.149274,210.304819
0.245600,12.000000,2.160645,214.757310,2.146827,210.368688
0.245800,12.000000,2.160645,199.417502,2.144384,210.432464
0.246000,12.000000,2.124023,214.757310,2.141945,210.496148
0.246200,12.000000,2.109375,214.757310,2.139509,210.559740
0.246400,12.000000,2.102051,214.757310,2.137076,210.623241
0.246600,12.000000,2.138672,199.417502,2.134647,210.686650
0.246800,12.000000,2.138672,214.757310,2.132222,210.749968
0.247000,12.000000,2.109375,214.757310,2.129800,210.813194
0.247200,12.000000,2.131348,214.757310,2.127381,210.876329
0.247400,12.000000,2.138672,199.417502,2.124967,210.939373
0.247600,12.000000,2.138672,214.757310,2.122555,211.002327
0.247800,12.000000,2.167969,214.757310,2.120147,211.065189
0.248000,12.000000,2.153320,214.757310,2.117742,211.127961
0.248200,12.000000,2.087402,199.417502,2.115341,211.190642
0.248400,12.000000,2.160645,214.757310,2.112944,211.253233
0.248600,12.000000,2.094727,214.757310,2.110550,211.315734
0.248800,12.000000,2.138672,214.757310,2.108159,211.378144
0.249000,12.000000,2.109375,199.417502,2.105772,211.440465
0.249200,12.000000,2.087402,214.757310,2.103388,211.502696
0.249400,12.000000,2.043457,214.757310,2.101007,211.564837
0.249600,12.000000,2.094727,214.757310,2.098630,211.626888
0.249800,12.000000,2.050781,214.757310,2.096257,211.688850
0.250000,12.000000,2.124023,199.417502,2.093887,211.750722
0.250200,12.000000,2.138672,214.757310,2.091520,211.812506
0.250400,12.000000,2.065430,214.757310,2.089157,211.874200
0.250600,12.000000,2.094727,214.757310,2.086797,211.935805
0.250800,12.000000,2.065430,214.757310,2.084441,211.997321
0.251000,12.000000,2.065430,199.417502,2.082088,212.058749
0.251200,12.000000,2.102051,214.757310,2.079738,212.120088
0.251400,12.000000,2.072754,214.757310,2.077392,212.181339
0.251600,12.000000,2.124023,214.757310,2.075049,212.242501
0.251800,12.000000,2.058105,214.757310,2.072709,212.303575
0.252000,12.000000,2.102051,214.757310,2.070373,212.364561
0.252200,12.000000,2.072754,199.417502,2.068040,212.425460
0.252400,12.000000,2.087402,214.757310,2.065711,212.486270
0.252600,12.000000,2.050781,214.757310,2.063385,212.546993
0.252800,12.000000,2.058105,214.757310,2.061062,212.607628
0.253000,12.000000,2.058105,214.757310,2.058743,212.668175
0.253200,12.000000,2.028809,214.757310,2.056427,212.728636
0.253400,12.000000,2.072754,214.757310,2.054114,212.789009
0.253600,12.000000,2.072754,199.417502,2.051805,212.849295
0.253800,12.000000,2.065430,214.757310,2.049499,212.909494
0.254000,12.000000,2.094727,214.757310,2.047196,212.969607
0.254200,12.000000,2.087402,214.757310,2.044897,213.029632
0.254400,12.000000,2.028809,214.757310,2.042601,213.089571
0.254600,12.000000,2.050781,214.757310,2.040308,213.149424
0.254800,12.000000,2.021484,214.757310,2.038019,213.209190
0.255000,12.000000,2.036133,214.757310,2.035733,213.268871
0.255200,12.000000,2.014160,214.757310,2.033450,213.328465
0.255400,12.000000,2.080078,214.757310,2.031170,213.387973
0.255600,12.000000,2.043457,199.417502,2.028894,213.447395
0.255800,12.000000,2.021484,214.757310,2.026621,213.506732
0.256000,12.000000,2.058105,214.757310,2.024351,213.565983
0.256200,12.000000,1.955566,214.757310,2.022085,213.625149
0.256400,12.000000,1.962891,214.757310,2.019822,213.684229
0.256600,12.000000,2.043457,214.757310,2.017562,213.743225
0.256800,12.000000,2.014160,214.757310,2.015305,213.802135
0.257000,12.000000,2.021484,214.757310,2.013052,213.860960
0.257200,12.000000,1.970215,214.757310,2.010802,213.919700
0.257400,12.000000,2.006836,214.757310,2.008555,213.978356
0.257600,12.000000,2.065430,214.757310,2.006311,214.036927
0.257800,12.000000,2.028809,214.757310,2.004071,214.095414
0.258000,12.000000,2.006836,214.757310,2.001834,214.153816
0.258200,12.000000,1.984863,214.757310,1.999600,214.212134
0.258400,12.000000,1.984863,214.757310,1.997369,214.270368
0.258600,12.000000,1.933594,214.757310,1.995142,214.328518
0.258800,12.000000,1.999512,214.757310,1.992917,214.386584
0.259000,12.000000,2.014160,214.757310,1.990696,214.444567
0.259200,12.000000,1.940918,214.757310,1.988478,214.502466
0.259400,12.000000,1.962891,214.757310,1.986264,214.560281
0.259600,12.000000,1.948242,199.417502,1.984052,214.618013
0.259800,12.000000,1.955566,214.757310,1.981844,214.675662
0.260000,12.000000,1.984863,214.757310,1.979639,214.733227
0.260200,12.000000,1.911621,214.757310,1.977437,214.790710
0.260400,12.000000,1.992188,214.757310,1.975238,214.848109
0.260600,12.000000,1.992188,214.757310,1.973042,214.905426
0.260800,12.000000,1.962891,230.097118,1.970850,214.962661
0.261000,12.000000,1.896973,214.757310,1.968661,215.019812
0.261200,12.000000,1.933594,214.757310,1.966475,215.076882
0.261400,12.000000,1.999512,214.757310,1.964292,215.133869
0.261600,12.000000,1.882324,214.757310,1.962112,215.190774
0.261800,12.000000,1.948242,214.757310,1.959935,215.247596
0.262000,12.000000,1.918945,214.757310,1.957762,215.304337
0.262200,12.000000,1.977539,214.757310,1.955591,215.360996
0.262400,12.000000,1.933594,214.757310,1.953424,215.417574
0.262600,12.000000,1.962891,214.757310,1.951260,215.474069
0.262800,12.000000,1.962891,214.757310,1.949099,215.530484
0.263000,12.000000,1.999512,214.757310,1.946941,215.586817
0.263200,12.000000,1.940918,214.757310,1.944786,215.643068
0.263400,12.000000,1.955566,214.757310,1.942635,215.699239
0.263600,12.000000,1.896973,214.757310,1.940486,215.755329
0.263800,12.000000,1.977539,214.757310,1.938340,215.811337
0.264000,12.000000,1.911621,214.757310,1.936198,215.867265
0.264200,12.000000,1.918945,214.757310,1.934059,215.923113
0.264400,12.000000,1.933594,214.757310,1.931923,215.978880
0.264600,12.000000,1.882324,214.757310,1.929789,216.034566
0.264800,12.000000,1.933594,230.097118,1.927659,216.090172
0.265000,12.000000,1.955566,214.757310,1.925532,216.145698
0.265200,12.000000,1.933594,214.757310,1.923409,216.201144
0.265400,12.000000,1.875000,214.757310,1.921288,216.256510
0.265600,12.000000,1.918945,214.757310,1.919170,216.311796
0.265800,12.000000,1.940918,214.757310,1.917055,216.367002
0.266000,12.000000,1.860352,214.757310,1.914943,216.422129
0.266200,12.000000,1.882324,214.757310,1.912835,216.477176
0.266400,12.000000,1.933594,214.757310,1.910729,216.532144
0.266600,12.000000,1.918945,214.757310,1.908627,216.587032
0.266800,12.000000,1.918945,230.097118,1.906527,216.641842
0.267000,12.000000,1.962891,214.757310,1.904431,216.696572
